index,Diện tích,Dài,Rộng,Giá/m2,Ngày
1741.0,35 m²,6 m,6 m,"81,43 triệu/m²",2020_08_04
1744.0,38 m²,8.8 m,4.3 m,"136,84 triệu/m²",2020_08_04
1747.0,68 m²,14 m,5 m,"63,97 triệu/m²",2020_08_04
1754.0,30 m²,5 m,5.8 m,95 triệu/m²,2020_08_04
1769.0,36 m²,8 m,5 m,"169,44 triệu/m²",2020_08_04
1774.0,65 m²,10 m,6.5 m,"198,43 triệu/m²",2020_08_04
1784.0,60 m²,3.8 m,3.6 m,"78,33 triệu/m²",2020_08_04
1788.0,78 m²,10 m,8 m,150 triệu/m²,2020_08_04
1802.0,58 m²,10 m,6 m,"55,17 triệu/m²",2020_08_04
1822.0,51 m²,10.2 m,5 m,"176,47 triệu/m²",2020_08_04
1827.0,47 m²,14 m,3.3 m,"65,96 triệu/m²",2020_08_04
1845.0,45 m²,4 m,4 m,"75,56 triệu/m²",2020_08_04
1848.0,40 m²,11 m,3.95 m,"96,25 triệu/m²",2020_08_04
1853.0,40 m²,10 m,4 m,"92,75 triệu/m²",2020_08_04
1858.0,44 m²,9 m,5 m,"162,5 triệu/m²",2020_08_04
1864.0,32 m²,8 m,4 m,"41,56 triệu/m²",2020_08_04
1867.0,57 m²,13 m,4 m,"114,04 triệu/m²",2020_08_04
1883.0,51 m²,12 m,4 m,"70,59 triệu/m²",2020_08_04
1893.0,38 m²,11 m,3.4 m,"71,05 triệu/m²",2020_08_04
1897.0,35 m²,7 m,4.8 m,"77,14 triệu/m²",2020_08_04
1903.0,52 m²,13 m,3.6 m,"75,96 triệu/m²",2020_08_04
1906.0,76 m²,10 m,7.6 m,"124,82 triệu/m²",2020_08_04
1915.0,46 m²,9.1 m,5.1 m,"33,26 triệu/m²",2020_08_04
1916.0,52 m²,9 m,6 m,"165,38 triệu/m²",2020_08_04
1919.0,51 m²,13 m,45 m,"43,14 triệu/m²",2020_08_04
1920.0,60 m²,16 m,45 m,70 triệu/m²,2020_08_04
1921.0,38 m²,10 m,3.4 m,"76,32 triệu/m²",2020_08_04
1929.0,26 m²,9 m,3.6 m,"92,31 triệu/m²",2020_08_04
1933.0,25 m²,6 m,5 m,98 triệu/m²,2020_08_04
1936.0,30 m²,30 m,30 m,90 triệu/m²,2020_08_04
1960.0,20 m²,5 m,4 m,70 triệu/m²,2020_08_04
1961.0,34 m²,9 m,4 m,"73,53 triệu/m²",2020_08_04
1967.0,50 m²,11 m,45 m,136 triệu/m²,2020_08_04
1972.0,55 m²,11 m,5 m,"192,73 triệu/m²",2020_08_04
1994.0,33 m²,8 m,4 m,"72,73 triệu/m²",2020_08_04
2010.0,40 m²,35 m,6 m,"68,75 triệu/m²",2020_08_04
2020.0,104 m²,12 m,9 m,"68,27 triệu/m²",2020_08_04
2028.0,40 m²,10 m,4 m,"91,25 triệu/m²",2020_08_04
2041.0,55 m²,12 m,45 m,"136,36 triệu/m²",2020_08_04
2044.0,45 m²,9 m,5 m,"133,33 triệu/m²",2020_08_04
2056.0,32 m²,9 m,3.5 m,"98,44 triệu/m²",2020_08_04
2063.0,50 m²,10 m,5 m,93 triệu/m²,2020_08_04
2088.0,40 m²,10 m,4 m,"76,25 triệu/m²",2020_08_04
2094.0,41 m²,9.3 m,4.4 m,"77,32 triệu/m²",2020_08_04
2101.0,34 m²,6.09 m,5.58 m,"77,35 triệu/m²",2020_08_04
2117.0,72 m²,4 m,4 m,"53,47 triệu/m²",2020_08_04
2126.0,75 m²,15 m,5 m,"69,33 triệu/m²",2020_08_04
2127.0,50 m²,10 m,5 m,280 triệu/m²,2020_08_04
2165.0,35 m²,9.5 m,3.8 m,"94,29 triệu/m²",2020_08_04
2171.0,60 m²,13 m,4 m,115 triệu/m²,2020_08_04
2186.0,60 m²,15 m,4 m,"41,67 triệu/m²",2020_08_04
2194.0,69 m²,14 m,5 m,"134,78 triệu/m²",2020_08_04
2199.0,32 m²,8 m,4 m,"71,88 triệu/m²",2020_08_04
2203.0,60 m²,10 m,6 m,155 triệu/m²,2020_08_04
2204.0,1200 m²,25 m,6 m,"19,92 triệu/m²",2020_08_04
2213.0,33 m²,10 m,3.3 m,"81,82 triệu/m²",2020_08_04
2222.0,35 m²,9 m,4 m,"91,43 triệu/m²",2020_08_04
2228.0,50 m²,10 m,5 m,87 triệu/m²,2020_08_04
2231.0,33 m²,8 m,4 m,"47,88 triệu/m²",2020_08_04
2232.0,13 m²,6 m,3 m,"96,15 triệu/m²",2020_08_04
2235.0,24 m²,8 m,4 m,"112,5 triệu/m²",2020_08_04
2243.0,35 m²,7 m,4 m,"65,71 triệu/m²",2020_08_04
2244.0,35 m²,10 m,3 m,"102,86 triệu/m²",2020_08_04
2248.0,30 m²,10 m,3 m,"76,67 triệu/m²",2020_08_04
2254.0,42 m²,12 m,3.5 m,"67,86 triệu/m²",2020_08_04
2261.0,56 m²,14 m,4 m,"223,21 triệu/m²",2020_08_04
2283.0,35 m²,10 m,3.5 m,"98,57 triệu/m²",2020_08_04
2286.0,55 m²,11 m,5 m,"90,91 triệu/m²",2020_08_04
2288.0,29 m²,9 m,3.5 m,100 triệu/m²,2020_08_04
2295.0,35 m²,10 m,3.5 m,"82,86 triệu/m²",2020_08_04
2309.0,46 m²,8 m,6 m,"56,52 triệu/m²",2020_08_04
2310.0,38 m²,9.5 m,4 m,"34,21 triệu/m²",2020_08_04
2320.0,55 m²,9 m,6 m,"90,91 triệu/m²",2020_08_04
2323.0,49 m²,10 m,4.9 m,100 triệu/m²,2020_08_04
2324.0,140 m²,21 m,6.8 m,25 triệu/m²,2020_08_04
2329.0,54 m²,9 m,6 m,"164,81 triệu/m²",2020_08_04
2333.0,40 m²,10 m,3.8 m,"83,75 triệu/m²",2020_08_04
2338.0,45 m²,12 m,4 m,"111,11 triệu/m²",2020_08_04
2345.0,55 m²,14.8 m,37 m,"76,36 triệu/m²",2020_08_04
2357.0,76 m²,10 m,7.6 m,"213,16 triệu/m²",2020_08_04
2374.0,35 m²,10 m,3.5 m,"72,86 triệu/m²",2020_08_04
2385.0,41 m²,6 m,7 m,"63,41 triệu/m²",2020_08_04
2388.0,40 m²,8 m,5 m,"116,25 triệu/m²",2020_08_04
2392.0,44 m²,11 m,4 m,"95,45 triệu/m²",2020_08_04
2395.0,42 m²,12 m,34 m,"64,29 triệu/m²",2020_08_04
2399.0,86 m²,11 m,8 m,"36,05 triệu/m²",2020_08_04
2401.0,37 m²,11 m,3.4 m,"70,27 triệu/m²",2020_08_04
2402.0,48 m²,12 m,4 m,"81,25 triệu/m²",2020_08_04
2405.0,35 m²,8 m,4 m,"61,43 triệu/m²",2020_08_04
2408.0,35 m²,10 m,3.5 m,"85,71 triệu/m²",2020_08_04
2414.0,35 m²,9 m,4 m,"84,29 triệu/m²",2020_08_04
2417.0,52 m²,10 m,3.5 m,"115,38 triệu/m²",2020_08_04
2419.0,36 m²,11.5 m,3.4 m,"70,83 triệu/m²",2020_08_04
2423.0,35 m²,10 m,3.5 m,"79,71 triệu/m²",2020_08_04
2429.0,42 m²,8 m,5 m,"105,95 triệu/m²",2020_08_04
2437.0,32 m²,9 m,3.5 m,"84,38 triệu/m²",2020_08_04
2439.0,41 m²,10 m,4.8 m,"108,54 triệu/m²",2020_08_04
2452.0,52 m²,13 m,4 m,"115,38 triệu/m²",2020_08_04
2453.0,50 m²,10 m,5 m,184 triệu/m²,2020_08_04
2456.0,35 m²,10 m,3.5 m,"97,14 triệu/m²",2020_08_04
2459.0,45 m²,11.5 m,4 m,"85,56 triệu/m²",2020_08_04
2473.0,45 m²,12 m,4 m,"122,22 triệu/m²",2020_08_04
2476.0,30 m²,6 m,5 m,"98,33 triệu/m²",2020_08_04
2477.0,42 m²,7 m,8 m,"39,29 triệu/m²",2020_08_04
2483.0,35 m²,6 m,4 m,"87,14 triệu/m²",2020_08_04
2488.0,39 m²,9 m,36 m,"53,85 triệu/m²",2020_08_04
2497.0,24 m²,23 m,4.5 m,100 triệu/m²,2020_08_04
2500.0,52 m²,8 m,6 m,"165,38 triệu/m²",2020_08_04
2502.0,60 m²,12 m,5 m,100 triệu/m²,2020_08_04
2505.0,56 m²,5.6 m,10 m,"339,29 triệu/m²",2020_08_04
2506.0,25 m²,5 m,5 m,100 triệu/m²,2020_08_04
2511.0,45 m²,9 m,5 m,"122,22 triệu/m²",2020_08_04
2513.0,30 m²,7 m,4 m,"73,33 triệu/m²",2020_08_04
2532.0,31 m²,9 m,3.5 m,"47,74 triệu/m²",2020_08_04
2533.0,65 m²,20 m,4 m,"83,08 triệu/m²",2020_08_04
2539.0,125 m²,19 m,500 m,"117,6 triệu/m²",2020_08_04
2541.0,82.5 m²,18 m,5 m,100 triệu/m²,2020_08_04
2542.0,45 m²,10 m,4.5 m,"177,78 triệu/m²",2020_08_04
2543.0,42 m²,10 m,4.3 m,"80,95 triệu/m²",2020_08_04
2554.0,31 m²,7 m,5 m,"75,81 triệu/m²",2020_08_04
2556.0,69 m²,11.5 m,6.5 m,"124,64 triệu/m²",2020_08_04
2558.0,57 m²,15 m,4 m,"91,23 triệu/m²",2020_08_04
2569.0,50 m²,13 m,3.6 m,78 triệu/m²,2020_08_04
2576.0,52 m²,14 m,4 m,125 triệu/m²,2020_08_04
2577.0,37 m²,105 m,3600 m,"114,86 triệu/m²",2020_08_04
2587.0,31 m²,7 m,4 m,"70,97 triệu/m²",2020_08_04
2588.0,86 m²,12.5 m,7 m,"96,51 triệu/m²",2020_08_04
2596.0,40 m²,10 m,4 m,75 triệu/m²,2020_08_04
2599.0,39 m²,13 m,3 m,"110,26 triệu/m²",2020_08_04
2601.0,57 m²,12 m,5 m,"83,33 triệu/m²",2020_08_04
2612.0,40 m²,12 m,3.3 m,"47,25 triệu/m²",2020_08_04
2622.0,30 m²,8 m,4 m,"58,33 triệu/m²",2020_08_04
2627.0,30 m²,8 m,4 m,75 triệu/m²,2020_08_04
2628.0,48 m²,7.38 m,6.5 m,"54,17 triệu/m²",2020_08_04
2630.0,31 m²,8 m,4 m,"101,61 triệu/m²",2020_08_04
2631.0,27 m²,7 m,4 m,"77,78 triệu/m²",2020_08_04
2632.0,30 m²,8 m,4 m,"58,33 triệu/m²",2020_08_04
2633.0,45 m²,11 m,4 m,"102,22 triệu/m²",2020_08_04
2637.0,56 m²,5.6 m,10 m,"339,29 triệu/m²",2020_08_04
2638.0,52 m²,15 m,3500 m,"119,23 triệu/m²",2020_08_04
2641.0,32 m²,6 m,6 m,"128,13 triệu/m²",2020_08_04
2644.0,56 m²,5.6 m,10 m,"339,29 triệu/m²",2020_08_04
2646.0,59 m²,13.1 m,4.5 m,"288,14 triệu/m²",2020_08_04
2651.0,45 m²,12 m,3.5 m,"77,78 triệu/m²",2020_08_04
2652.0,56 m²,5.6 m,10 m,"339,29 triệu/m²",2020_08_04
2659.0,35 m²,9 m,4 m,"85,71 triệu/m²",2020_08_04
2664.0,35 m²,9.2 m,3.8 m,"117,14 triệu/m²",2020_08_04
2678.0,28 m²,9 m,3.2 m,"105,36 triệu/m²",2020_08_04
2680.0,30 m²,6 m,5 m,"243,33 triệu/m²",2020_08_04
2685.0,52 m²,11 m,5 m,125 triệu/m²,2020_08_04
2687.0,40 m²,10 m,4 m,45 triệu/m²,2020_08_04
2688.0,54 m²,9 m,6 m,"87,04 triệu/m²",2020_08_04
2694.0,45 m²,11 m,4 m,"67,78 triệu/m²",2020_08_04
2702.0,36 m²,10 m,3.6 m,"76,39 triệu/m²",2020_08_04
2706.0,35 m²,8 m,4.2 m,"91,43 triệu/m²",2020_08_04
2708.0,54 m²,6 m,9 m,"42,59 triệu/m²",2020_08_04
2715.0,67 m²,20 m,3.4 m,"52,24 triệu/m²",2020_08_04
2717.0,100 m²,12 m,8.85 m,162 triệu/m²,2020_08_04
2721.0,40 m²,12.5 m,3.2 m,"96,25 triệu/m²",2020_08_04
2727.0,38 m²,9 m,4.2 m,"109,21 triệu/m²",2020_08_04
2728.0,65 m²,11 m,7 m,"107,69 triệu/m²",2020_08_04
2730.0,43 m²,11 m,4 m,"89,53 triệu/m²",2020_08_04
2733.0,100 m²,8 m,13.5 m,285 triệu/m²,2020_08_04
2744.0,35 m²,10 m,3.5 m,"79,14 triệu/m²",2020_08_04
2745.0,32 m²,8 m,4 m,"45,31 triệu/m²",2020_08_04
2746.0,36 m²,10 m,3.6 m,100 triệu/m²,2020_08_04
2748.0,24 m²,8 m,3 m,"95,83 triệu/m²",2020_08_04
2750.0,42 m²,8.4 m,5 m,"104,76 triệu/m²",2020_08_04
2751.0,55 m²,12.3 m,4.5 m,"236,36 triệu/m²",2020_08_04
2753.0,32 m²,7 m,5 m,"87,5 triệu/m²",2020_08_04
2756.0,50 m²,7.7 m,6.8 m,73 triệu/m²,2020_08_04
2757.0,25 m²,6 m,4 m,66 triệu/m²,2020_08_04
2760.0,37 m²,9 m,4 m,"42,7 triệu/m²",2020_08_04
2762.0,110 m²,20 m,5.5 m,"142,73 triệu/m²",2020_08_04
2765.0,84 m²,16 m,5 m,"38,69 triệu/m²",2020_08_04
2769.0,60 m²,15 m,42 m,"49,17 triệu/m²",2020_08_04
2771.0,29 m²,8 m,3.9 m,"105,17 triệu/m²",2020_08_04
2774.0,65 m²,125 m,52 m,"121,54 triệu/m²",2020_08_04
2778.0,50 m²,10 m,5 m,196 triệu/m²,2020_08_04
2790.0,90 m²,14 m,5 m,"172,22 triệu/m²",2020_08_04
2797.0,35 m²,9 m,4.5 m,100 triệu/m²,2020_08_04
2798.0,46 m²,5 m,5 m,"95,65 triệu/m²",2020_08_04
2800.0,34 m²,10 m,3.4 m,"64,71 triệu/m²",2020_08_04
2807.0,40 m²,11 m,3.8 m,"69,5 triệu/m²",2020_08_04
2812.0,20 m²,5 m,4 m,70 triệu/m²,2020_08_04
2820.0,24 m²,8 m,3 m,"106,33 triệu/m²",2020_08_04
2827.0,30 m²,6 m,5 m,"98,33 triệu/m²",2020_08_04
2832.0,34 m²,9 m,4 m,"88,24 triệu/m²",2020_08_04
2841.0,28 m²,7 m,3.4 m,"103,57 triệu/m²",2020_08_04
2853.0,39 m²,11 m,35 m,92.307 đ/m²,2020_08_04
2858.0,50 m²,13.8 m,4 m,34 triệu/m²,2020_08_04
2861.0,35 m²,10 m,3.4 m,"57,14 triệu/m²",2020_08_04
2863.0,23 m²,8.5 m,2.7 m,111 triệu/m²,2020_08_04
2865.0,35 m²,10 m,3.5 m,"41,71 triệu/m²",2020_08_04
2867.0,117 m²,15 m,7.8 m,"124,79 triệu/m²",2020_08_04
2869.0,45 m²,12 m,3.6 m,"78,89 triệu/m²",2020_08_04
2870.0,36 m²,9 m,4 m,"44,44 triệu/m²",2020_08_04
2872.0,87 m²,14 m,6 m,"212,64 triệu/m²",2020_08_04
2874.0,37 m²,9 m,4 m,"42,7 triệu/m²",2020_08_04
2879.0,50 m²,12 m,4.5 m,116 triệu/m²,2020_08_04
2885.0,31 m²,9.1 m,3.4 m,"32,9 triệu/m²",2020_08_04
2888.0,45 m²,11 m,4 m,"133,33 triệu/m²",2020_08_04
2893.0,25 m²,5.5 m,4.5 m,84 triệu/m²,2020_08_04
2896.0,30 m²,6 m,5 m,"103,33 triệu/m²",2020_08_04
2900.0,55 m²,12 m,32 m,"54,55 triệu/m²",2020_08_04
2908.0,22 m²,8.5 m,2.7 m,"115,91 triệu/m²",2020_08_04
2910.0,40 m²,11.5 m,3.5 m,225 triệu/m²,2020_08_04
2920.0,45 m²,12 m,4 m,100 triệu/m²,2020_08_04
2922.0,144 m²,18 m,8 m,"66,67 triệu/m²",2020_08_04
2925.0,40 m²,9 m,4.5 m,"132,5 triệu/m²",2020_08_04
2932.0,46 m²,11 m,4 m,"68,48 triệu/m²",2020_08_04
2935.0,40 m²,8 m,5 m,"63,75 triệu/m²",2020_08_04
2937.0,36 m²,12 m,5 m,"216,67 triệu/m²",2020_08_04
2944.0,36 m²,10.5 m,3.5 m,"98,61 triệu/m²",2020_08_04
2945.0,50 m²,10 m,5 m,78.000 đ/m²,2020_08_04
2947.0,45 m²,11 m,4 m,"95,56 triệu/m²",2020_08_04
2948.0,50 m²,10 m,5 m,96 triệu/m²,2020_08_04
2949.0,36 m²,9 m,4 m,"55,28 triệu/m²",2020_08_04
2952.0,40 m²,10 m,4 m,"71,25 triệu/m²",2020_08_04
2954.0,40 m²,8 m,5 m,"116,25 triệu/m²",2020_08_04
2955.0,34 m²,6.8 m,5 m,"83,82 triệu/m²",2020_08_04
2958.0,45 m²,11.1 m,4 m,"57,78 triệu/m²",2020_08_04
2959.0,36 m²,6 m,6 m,"90,28 triệu/m²",2020_08_04
2966.0,32 m²,8 m,4 m,"89,03 triệu/m²",2020_08_04
2969.0,39 m²,10 m,3.8 m,"120,51 triệu/m²",2020_08_04
2972.0,53 m²,13 m,4.2 m,"92,45 triệu/m²",2020_08_04
2973.0,46 m²,9.2 m,5 m,"143,48 triệu/m²",2020_08_04
2979.0,40 m²,8 m,5 m,135 triệu/m²,2020_08_04
2983.0,31 m²,6.2 m,5 m,"91,94 triệu/m²",2020_08_04
2987.0,31 m²,9 m,4.2 m,"71,94 triệu/m²",2020_08_04
2989.0,46 m²,14 m,3.3 m,"76,09 triệu/m²",2020_08_04
3001.0,45 m²,10 m,4.5 m,"86,67 triệu/m²",2020_08_04
3005.0,40 m²,11 m,3.8 m,"69,5 triệu/m²",2020_08_04
3011.0,48 m²,7 m,7 m,"118,75 triệu/m²",2020_08_04
3015.0,34 m²,11 m,3.1 m,"102,94 triệu/m²",2020_08_04
3016.0,37 m²,10 m,39 m,"49,19 triệu/m²",2020_08_04
3019.0,45 m²,14 m,3.4 m,"84,44 triệu/m²",2020_08_04
3023.0,40 m²,10 m,4 m,"33,75 triệu/m²",2020_08_04
3026.0,30 m²,10 m,430 m,"90,67 triệu/m²",2020_08_04
3029.0,33 m²,5 m,6 m,"92,42 triệu/m²",2020_08_04
3031.0,30 m²,6 m,5 m,80 triệu/m²,2020_08_04
3039.0,31 m²,9 m,3.5 m,"82,26 triệu/m²",2020_08_04
3041.0,35 m²,5.99 m,6 m,"85,71 triệu/m²",2020_08_04
3044.0,50 m²,10 m,5 m,92 triệu/m²,2020_08_04
3046.0,50 m²,10 m,5 m,122 triệu/m²,2020_08_04
3051.0,45 m²,9 m,5 m,"88,89 triệu/m²",2020_08_04
3057.0,90 m²,22 m,4.5 m,"116,67 triệu/m²",2020_08_04
3058.0,501 m²,50 m,9.5 m,"129,74 triệu/m²",2020_08_04
3059.0,50 m²,10 m,5 m,242 triệu/m²,2020_08_04
3061.0,30 m²,6 m,5 m,95 triệu/m²,2020_08_04
3063.0,20 m²,7 m,3 m,90 triệu/m²,2020_08_04
3079.0,50 m²,12 m,4.5 m,86 triệu/m²,2020_08_04
3087.0,45 m²,10 m,4.5 m,"64,44 triệu/m²",2020_08_04
3089.0,52 m²,8.7 m,6 m,"51,92 triệu/m²",2020_08_04
3091.0,47 m²,5 m,10 m,"68,09 triệu/m²",2020_08_04
3099.0,37 m²,9 m,4 m,"102,7 triệu/m²",2020_08_04
3108.0,30 m²,2 m,1 m,"161,67 triệu/m²",2020_08_04
3110.0,32 m²,9.7 m,3.3 m,"109,38 triệu/m²",2020_08_04
3115.0,32 m²,9 m,3.4 m,"143,75 triệu/m²",2020_08_04
3119.0,45 m²,10 m,4.5 m,"59,56 triệu/m²",2020_08_04
3121.0,35 m²,10 m,3.5 m,"52,86 triệu/m²",2020_08_04
3128.0,30 m²,5 m,5 m,"72,67 triệu/m²",2020_08_04
3129.0,30 m²,5 m,3.3 m,"78,33 triệu/m²",2020_08_04
3132.0,100 m²,18 m,5.5 m,150 triệu/m²,2020_08_04
3141.0,30 m²,30 m,30 m,110 triệu/m²,2020_08_04
3149.0,16 m²,5.5 m,3 m,"78,13 triệu/m²",2020_08_04
3150.0,50 m²,10 m,5 m,72 triệu/m²,2020_08_04
3154.0,40 m²,10 m,4 m,"96,25 triệu/m²",2020_08_04
3160.0,32 m²,8 m,4 m,50 triệu/m²,2020_08_04
3162.0,45 m²,9 m,4.5 m,"93,33 triệu/m²",2020_08_04
3164.0,48 m²,12 m,4 m,"133,33 triệu/m²",2020_08_04
3165.0,50 m²,12.5 m,4 m,210 triệu/m²,2020_08_04
3167.0,32 m²,8 m,4 m,"48,44 triệu/m²",2020_08_04
3169.0,40 m²,9.3 m,4.3 m,72 triệu/m²,2020_08_04
3175.0,145 m²,12 m,12 m,"171,72 triệu/m²",2020_08_04
3179.0,32 m²,8 m,4 m,"47,81 triệu/m²",2020_08_04
3180.0,25 m²,5 m,5 m,98 triệu/m²,2020_08_04
3183.0,38 m²,9.5 m,4 m,"189,47 triệu/m²",2020_08_04
3199.0,33 m²,8 m,4 m,"43,94 triệu/m²",2020_08_04
3211.0,36 m²,9 m,4 m,"44,44 triệu/m²",2020_08_04
3217.0,30 m²,5 m,6 m,"133,33 triệu/m²",2020_08_04
3219.0,38 m²,7 m,3.8 m,"53,95 triệu/m²",2020_08_04
3221.0,34 m²,9.1 m,3.7 m,"43,53 triệu/m²",2020_08_04
3222.0,43 m²,9 m,5 m,"48,84 triệu/m²",2020_08_04
3227.0,38 m²,10 m,4 m,75 triệu/m²,2020_08_04
3230.0,32 m²,6 m,5 m,"82,81 triệu/m²",2020_08_04
3233.0,35 m²,10 m,3.5 m,64 triệu/m²,2020_08_04
3244.0,30 m²,10 m,3 m,"101,67 triệu/m²",2020_08_04
3249.0,40 m²,11 m,3.9 m,"96,25 triệu/m²",2020_08_04
3255.0,30 m²,7.5 m,4 m,55 triệu/m²,2020_08_04
3256.0,33 m²,5 m,6 m,"74,75 triệu/m²",2020_08_04
3257.0,38 m²,11 m,3 m,"163,16 triệu/m²",2020_08_04
3260.0,52 m²,7 m,8 m,"73,08 triệu/m²",2020_08_04
3261.0,32 m²,8 m,4 m,"43,81 triệu/m²",2020_08_04
3263.0,63 m²,15 m,4 m,"63,49 triệu/m²",2020_08_04
3264.0,30 m²,30 m,30 m,"98,33 triệu/m²",2020_08_04
3265.0,45 m²,9 m,5 m,"63,33 triệu/m²",2020_08_04
3268.0,30 m²,9 m,3.4 m,"76,33 triệu/m²",2020_08_04
3274.0,15 m²,5 m,3 m,400 triệu/m²,2020_08_04
3281.0,27 m²,8.5 m,3.5 m,"92,59 triệu/m²",2020_08_04
3297.0,50 m²,11 m,4.52 m,73 triệu/m²,2020_08_04
3304.0,35 m²,10 m,3.5 m,"88,57 triệu/m²",2020_08_04
3322.0,35 m²,5.5 m,4 m,"31,43 triệu/m²",2020_08_04
3325.0,37 m²,4.5 m,8 m,"154,05 triệu/m²",2020_08_04
3326.0,34 m²,9 m,3.8 m,"87,94 triệu/m²",2020_08_04
3333.0,38 m²,10 m,4 m,"86,84 triệu/m²",2020_08_04
3338.0,32 m²,10.17 m,3.2 m,"31,25 triệu/m²",2020_08_04
3352.0,34 m²,7 m,5 m,"47,65 triệu/m²",2020_08_04
3358.0,33 m²,8 m,4.5 m,"119,7 triệu/m²",2020_08_04
3372.0,37 m²,9 m,4 m,"48,65 triệu/m²",2020_08_04
3390.0,100 m²,20 m,5 m,71 triệu/m²,2020_08_04
3398.0,31 m²,9 m,3.5 m,"53,23 triệu/m²",2020_08_04
3410.0,41 m²,10 m,4 m,"34,88 triệu/m²",2020_08_04
3419.0,36 m²,10 m,3.6 m,"69,44 triệu/m²",2020_08_04
3428.0,30 m²,6 m,4.1 m,"89,33 triệu/m²",2020_08_04
3429.0,32 m²,8 m,4 m,"54,69 triệu/m²",2020_08_04
3430.0,38 m²,9 m,4 m,"72,89 triệu/m²",2020_08_04
3432.0,43 m²,10 m,4 m,"65,81 triệu/m²",2020_08_04
3433.0,59 m²,6 m,7 m,"63,56 triệu/m²",2020_08_04
3436.0,32 m²,9 m,3.5 m,"56,88 triệu/m²",2020_08_04
3448.0,42 m²,8.2 m,5 m,"104,76 triệu/m²",2020_08_04
3449.0,32 m²,9.5 m,3.4 m,"74,69 triệu/m²",2020_08_04
3453.0,41 m²,13 m,3.5 m,"33,66 triệu/m²",2020_08_04
3459.0,260 m²,38 m,7 m,"129,15 triệu/m²",2020_08_04
3460.0,60 m²,18 m,3.4 m,"99,83 triệu/m²",2020_08_04
3462.0,34 m²,12 m,3 m,"44,12 triệu/m²",2020_08_04
3463.0,41 m²,10 m,4.1 m,"41,46 triệu/m²",2020_08_04
3468.0,34 m²,10 m,3.4 m,100 triệu/m²,2020_08_04
3471.0,32 m²,10 m,3.2 m,50 triệu/m²,2020_08_04
3479.0,28 m²,9 m,3 m,"105,36 triệu/m²",2020_08_04
3481.0,34 m²,10 m,3.4 m,100 triệu/m²,2020_08_04
3485.0,108 m²,18 m,6 m,555.555 đ/m²,2020_08_04
3487.0,200 m²,22 m,9 m,"47,25 triệu/m²",2020_08_04
3490.0,35 m²,10 m,3.5 m,40 triệu/m²,2020_08_04
3491.0,30 m²,6.02 m,4.98 m,80 triệu/m²,2020_08_04
3499.0,36.2 m²,9 m,4.1 m,"93,06 triệu/m²",2020_08_04
3504.0,32 m²,10.5 m,3 m,75 triệu/m²,2020_08_04
3513.0,45 m²,9 m,5.2 m,"102,22 triệu/m²",2020_08_04
3514.0,70 m²,12 m,6 m,"55,71 triệu/m²",2020_08_04
3515.0,70 m²,12 m,5.5 m,"84,29 triệu/m²",2020_08_04
3519.0,32 m²,8 m,4 m,"120,31 triệu/m²",2020_08_04
3528.0,45 m²,10.2 m,4 m,"82,22 triệu/m²",2020_08_04
3529.0,25 m²,6.5 m,4 m,132 triệu/m²,2020_08_04
3538.0,34 m²,8.5 m,4 m,"76,47 triệu/m²",2020_08_04
3539.0,20 m²,7 m,3 m,625 triệu/m²,2020_08_04
3541.0,45 m²,10.2 m,4 m,"82,22 triệu/m²",2020_08_04
3542.0,33 m²,9.2 m,3.5 m,"63,64 triệu/m²",2020_08_04
3550.0,42 m²,10 m,4.2 m,"80,95 triệu/m²",2020_08_04
3555.0,31 m²,6 m,5 m,"116,13 triệu/m²",2020_08_04
3556.0,18 m²,6 m,3 m,"69,44 triệu/m²",2020_08_04
3560.0,32 m²,10 m,3.5 m,"53,19 triệu/m²",2020_08_04
3561.0,38 m²,8 m,5 m,"82,89 triệu/m²",2020_08_04
3563.0,25 m²,6 m,4 m,80 triệu/m²,2020_08_04
3565.0,36 m²,12 m,3.3 m,"78,89 triệu/m²",2020_08_04
3567.0,109 m²,24 m,4.5 m,"26,61 triệu/m²",2020_08_04
3572.0,35 m²,7 m,5 m,"102,86 triệu/m²",2020_08_04
3580.0,32 m²,8 m,4 m,"53,16 triệu/m²",2020_08_04
3582.0,31 m²,6 m,5 m,"95,16 triệu/m²",2020_08_04
3585.0,50 m²,10 m,5 m,84 triệu/m²,2020_08_04
3589.0,35 m²,7 m,5 m,"97,14 triệu/m²",2020_08_04
3592.0,32 m²,8 m,4 m,"53,13 triệu/m²",2020_08_04
3596.0,36 m²,9 m,4 m,100 triệu/m²,2020_08_04
3597.0,3 m²,9 m,4 m,"1,2 triệu/m²",2020_08_04
3598.0,32 m²,8 m,4 m,50 triệu/m²,2020_08_04
3600.0,60 m²,10 m,6 m,"61,67 triệu/m²",2020_08_04
3601.0,48 m²,16 m,3.8 m,150 triệu/m²,2020_08_04
3602.0,60 m²,12 m,5 m,60 triệu/m²,2020_08_04
3603.0,36 m²,9 m,4 m,100 triệu/m²,2020_08_04
3606.0,25 m²,5 m,5 m,76 triệu/m²,2020_08_04
3609.0,28 m²,7 m,4 m,"103,57 triệu/m²",2020_08_04
3613.0,38 m²,9.75 m,3.9 m,"88,16 triệu/m²",2020_08_04
3620.0,53 m²,15.2 m,3.5 m,"84,91 triệu/m²",2020_08_04
3621.0,55 m²,13 m,4.2 m,"64,87 triệu/m²",2020_08_04
